_id,industries
Z2WooRQLEAGJp52tXkb8BQ_0000,"[{""name"":""marketing and advertising"",""is_primary"":true}]"
R00ZzsIUptLGSzjKqSEJ7Q_0006,"[{""name"":""financial services"",""is_primary"":true}]"
cIEcn4oKhf6mKB8tKIP88w_0000,"[{""name"":""entertainment"",""is_primary"":true}]"
XkKqjWj3TWZu3KZnR05e3g_0000,"[{""name"":""insurance"",""is_primary"":true}]"
0cZGy68qBBx7lBXv8AZmtw_0000,"[{""name"":""higher education"",""is_primary"":true}]"
KxEX2gaXb3iPTs0LpXC0UQ_0000,"[{""name"":""architecture & planning"",""is_primary"":true}]"
N9oiXJcNDjNHLKgrsjxbJQ_0000,[]
ogeHI3pPPLaPHW9Q94n57g_0000,"[{""name"":""financial services"",""is_primary"":true}]"
sycd0JQzyiXjr3rCTC4Xrw_0000,"[{""name"":""construction"",""is_primary"":true}]"
tDlKRZfIwGQQe7wdujnxJQ_0000,"[{""name"":""education management"",""is_primary"":true}]"
JXeP-gYhOBZ-NxkZS5nRVw_0000,[]
BbbCB2X0Ec17kpMHhK0LdQ_0000,"[{""name"":""management consulting"",""is_primary"":true}]"
mwC3ZNFfYXO8FtYiD7YlBw_0000,[]
u62zW42aUBvdeiBHLSL1Ow_0000,"[{""name"":""insurance"",""is_primary"":true}]"
S4lO6QYCLMCVPgKiaqZZJw_0000,[]
MkYMWgAQNhdHBpya4LD-9g_0000,"[{""name"":""financial services"",""is_primary"":true}]"
Fq9eHnSMBFA1lqiHsp3f3Q_0000,[]
nXqomEzQ8BdASupuqQjNaA_0000,"[{""name"":""translation and localization"",""is_primary"":true}]"
Bly8xhPi2ejVN0-yFBCB1Q_0000,"[{""name"":""wholesale"",""is_primary"":true}]"
EncxIybY4Sq12l4TsmvUpg_0000,"[{""name"":""hospital & health care"",""is_primary"":true}]"
odlPEgp0LGApJNlsPygNyg_0000,"[{""name"":""pharmaceuticals"",""is_primary"":true}]"
LAvzpPIYQQZqirvFyQE0Zw_0000,"[{""name"":""education management"",""is_primary"":true}]"
NZT2rOxfOLch-8dJuN87Fg_0000,"[{""name"":""professional training & coaching"",""is_primary"":true}]"
cekSpdCfQjvXXxFtN1PuBA_0000,"[{""name"":""hospital & health care"",""is_primary"":true}]"
2zS3Yn-YuLjy-auqwz54Sg_0000,"[{""name"":""real estate"",""is_primary"":true}]"
Gp7Oba5Tr7-zrFcysvCDiQ_0000,[]
2EgQ5f06pgdB1zT9O0USqw_0000,[]
3PJNAE0BWR1-efBCzTr0Hg_0000,"[{""name"":""media production"",""is_primary"":true}]"
mdDY1wB81k0StWykLsIWxg_0000,"[{""name"":""telecommunications"",""is_primary"":true}]"
'-jfdhlqNk8rtrkRCxcXwwQ_0000,"[{""name"":""online media"",""is_primary"":true}]"
l-CACV344gh44jSwtor4uQ_0000,"[{""name"":""computer software"",""is_primary"":true}]"
4Bk2NcLhKPLTHMbn4uyBag_0000,[]
UsSpX7keeMOGWyfTEhCCWw_0000,"[{""name"":""information technology and services"",""is_primary"":true}]"
VnYufUfTkpNlKJA3UxegUA_0000,"[{""name"":""commercial real estate"",""is_primary"":true}]"
xeZhxAyugGxjBGpK2RYzpQ_0000,"[{""name"":""information technology and services"",""is_primary"":true}]"
PzmK420l4M89GxKctlgTIw_0000,"[{""name"":""education management"",""is_primary"":true}]"
9VhkEiZ-jRggYSmG1U2pDQ_0000,"[{""name"":""internet"",""is_primary"":true}]"
FoBXenQVIqJ9b8mPF0NULw_0000,"[{""name"":""architecture & planning"",""is_primary"":true}]"
sEMnZsDHCdrDqKSPduVHcw_0000,"[{""name"":""consumer services"",""is_primary"":true}]"
HyCsBU1rpdw2thzQCF66XQ_0000,"[{""name"":""hospitality"",""is_primary"":true}]"
BeVLd3gJnoBaE0Ih-ft7Pg_0000,[]
Pbz1xXqA1ImDpoGa4aLC1g_0000,"[{""name"":""legal services"",""is_primary"":true}]"
KEXVmN3BnUQHo1G6H0MrIQ_0000,"[{""name"":""restaurants"",""is_primary"":true}]"
KvnTdwOKoCJQeBNB22fOFg_0000,"[{""name"":""alternative dispute resolution"",""is_primary"":true}]"
5acWQ3sKLzqFVrGBpFlBKQ_0000,"[{""name"":""management consulting"",""is_primary"":true}]"
TWKrDR1aUFIEv9culM9N9A_0000,"[{""name"":""primary/secondary education"",""is_primary"":true}]"
2797bCjFlesY6Nnj-knpyA_0000,"[{""name"":""computer software"",""is_primary"":true}]"
Ak-Qm9LZcJnLyswEYcb1Gw_0000,[]
YTgHKBx49daLXXCkOuwNYA_0000,"[{""name"":""religious institutions"",""is_primary"":true}]"
R7FW7N0QEcsvxSswdCPGcA_0000,"[{""name"":""marketing and advertising"",""is_primary"":true}]"
IR3Fx3LrQqPaimWwqNjaZg_0000,"[{""name"":""information technology and services"",""is_primary"":true}]"
20OjRpmAQmvd1Bx9nG6rcA_0000,"[{""name"":""financial services"",""is_primary"":true}]"
eByK8nv5d4E6GB0uUv91kA_0000,"[{""name"":""financial services"",""is_primary"":true}]"
KiAbB28FGYJYvriCON--1w_0000,"[{""name"":""entertainment"",""is_primary"":true}]"
9pWhlrlBa0UhXLavJ-hK8w_0000,[]
oyHXggDgLVELqnaQVbIOYw_0000,"[{""name"":""consumer goods"",""is_primary"":true}]"
k7K-mTGuEbW4SKbTK20i8g_0000,[]
iXANwveiMwDBtuHppp465A_0000,"[{""name"":""commercial real estate"",""is_primary"":true}]"
dOjXUe561FXJwcuVRpHmGA_0000,"[{""name"":""higher education"",""is_primary"":true}]"
JmWDA6a6s8bSBR9NwdGWJQ_0000,"[{""name"":""financial services"",""is_primary"":true}]"
CvygB7Bao1iVh2qUAuD4Vw_0000,"[{""name"":""staffing and recruiting"",""is_primary"":true}]"
YW2MzRGiC0IJrnNQh0ZVtg_0000,"[{""name"":""law practice"",""is_primary"":true}]"
lB-Ke9KU8lcyj3Wn61VTmQ_0000,"[{""name"":""hospitality"",""is_primary"":true}]"
Nli20ucxs0bcNv8jxqUMaA_0000,"[{""name"":""accounting"",""is_primary"":true}]"
HJmRNZqYh9qY7i8sEhHPNA_0000,"[{""name"":""consumer goods"",""is_primary"":true}]"
VCjZPwdpzxRvB2Zq55EEFA_0000,"[{""name"":""architecture & planning"",""is_primary"":true}]"
LJfP6BQLSZjvaJ9Ia9vc2A_0000,"[{""name"":""writing and editing"",""is_primary"":true}]"
5sGnzocD4VJvKUxPNGTJug_0000,"[{""name"":""hospital & health care"",""is_primary"":true}]"
Rb0A84k-20hkB3olPbfvPg_0000,"[{""name"":""insurance"",""is_primary"":true}]"
POYZCE3AsmBg7C3RnDMR5g_0000,"[{""name"":""civic & social organization"",""is_primary"":true}]"
U5G4RtPTdWC8R32e1qNFCw_0000,"[{""name"":""financial services"",""is_primary"":true}]"
BZ682Yk6J2hmWmnPqKiFEw_0000,"[{""name"":""financial services"",""is_primary"":true}]"
LnHq4C1CXCRwqHnCyaBTEg_0000,[]
SnrEeDRaHexTtGLjxoM5qQ_0000,"[{""name"":""government administration"",""is_primary"":true}]"
7wBBJkmoaMR0g4bhTALE1Q_0000,"[{""name"":""financial services"",""is_primary"":true}]"
I7gz9e-wYYOxUrf5pJW0Fw_0000,"[{""name"":""biotechnology"",""is_primary"":true}]"
8XlqNC5Ya7KlqjkzTV662Q_0000,"[{""name"":""marketing and advertising"",""is_primary"":true}]"
I8DFLxPWOP0hsFUwpkzraQ_0000,"[{""name"":""information technology and services"",""is_primary"":true}]"
8Lq15XzYiQzxWDB6Q4Ox6Q_0000,"[{""name"":""financial services"",""is_primary"":true}]"
JqmzKDLX98EG4e9N5UOeDg_0000,"[{""name"":""computer software"",""is_primary"":true}]"
9K67JGVpKX9jpWE3nZRuTQ_0000,"[{""name"":""telecommunications"",""is_primary"":true}]"
YGoub2Hh6ub1P61jCHVJTg_0000,[]
fPZ31hb-oyMX-WvZeFW3rw_0000,"[{""name"":""online media"",""is_primary"":true}]"
KDMei3Q7KkXU7lY73M2rkg_0000,"[{""name"":""financial services"",""is_primary"":true}]"
YtlcH3t49fGKjf9uRm0Zzw_0000,"[{""name"":""media production"",""is_primary"":true}]"
443qSGwmBygeZOZbymFRhQ_0000,[]
hiHE1h5HGoBrqiwsSx6WGA_0000,"[{""name"":""marketing and advertising"",""is_primary"":true}]"
fxAPoxQaq2ejdFAaj7qxkQ_0000,[]
pGG3xcOleqcGfkTdBtTn9w_0000,"[{""name"":""higher education"",""is_primary"":true}]"
'-mF6sqlkCfr6zeU0l5QniQ_0000,[]
8jZrQdeUqSy02BVqH0BNVQ_0000,"[{""name"":""human resources"",""is_primary"":true}]"
WoHVa0gDMPMJ8SoCNPG8ug_0000,"[{""name"":""design"",""is_primary"":true}]"
Ok4ANdELS1GRW9fsljmHcg_0000,[]
BPhZs7DEYbZMWUdrdP-7wg_0000,[]
yrBqsyic2c2oAN9LYLQuvA_0000,"[{""name"":""legislative office"",""is_primary"":true}]"
vGf5zWYmBKW4w-XVTdyfXw_0000,"[{""name"":""research"",""is_primary"":true}]"
MGqu7O8T4vwNKCmtyo4RpA_0000,"[{""name"":""publishing"",""is_primary"":true}]"
'-EqJpzZQTbP1xuIMyDDBnQ_0000,"[{""name"":""education management"",""is_primary"":true}]"
OQTvaYeed04JocTaMhES1A_0000,"[{""name"":""architecture & planning"",""is_primary"":true}]"
UnUcG9fgUWYPsd62BMgM-Q_0000,"[{""name"":""marketing and advertising"",""is_primary"":true}]"
EQUjq694pdUccClSMupsEw_0000,"[{""name"":""marketing and advertising"",""is_primary"":true}]"
c28i53abzSTaRNDYMnuSAw_0000,"[{""name"":""investment banking"",""is_primary"":true}]"
1LuKm83jI0GJgAmeK-u6SQ_0000,[]
QNeUsLDBWPXmwrTsfOIZzw_0000,"[{""name"":""financial services"",""is_primary"":true}]"
5xGBOB9zBR6d4VMuzjq9Zg_0000,"[{""name"":""marketing and advertising"",""is_primary"":true}]"
TiDoZ1ED6uZGGBB1n437pw_0000,"[{""name"":""education management"",""is_primary"":true}]"
B3iST0mXzZQxirvXjrjWOw_0000,"[{""name"":""mental health care"",""is_primary"":true}]"
aRYeuZRUNToQWR4RVBrjKQ_0000,"[{""name"":""professional training & coaching"",""is_primary"":true}]"
LWJX0Ic6gDLhWt9KA1BqgQ_0000,"[{""name"":""apparel & fashion"",""is_primary"":true}]"
YN-ohSz5hCCHmBg2P7WVeQ_0000,"[{""name"":""apparel & fashion"",""is_primary"":true}]"
8PkoflBsMOokLVmvXNNLqA_0000,[]
8Oby8ad7iKKknIdAltvuwQ_0000,"[{""name"":""financial services"",""is_primary"":true}]"
'-YR4jJyj4B2xvB0WtJ8fPA_0000,"[{""name"":""civil engineering"",""is_primary"":true}]"
dIK056tvrqKpB3rGNG1abQ_0000,"[{""name"":""alternative medicine"",""is_primary"":true}]"
lzQzJRugbsu15vqC7IYC5A_0000,"[{""name"":""education management"",""is_primary"":true}]"
p75UrwvHLKlQza9YqfVfgQ_0000,"[{""name"":""higher education"",""is_primary"":true}]"
jVctsi55BZSIyygD3i2Nmg_0000,"[{""name"":""marketing and advertising"",""is_primary"":true}]"
2jf8LAhfb5h7XtpC16lBKw_0000,"[{""name"":""financial services"",""is_primary"":true}]"
1MXMlg3RMzICqmjnkBdv8w_0000,[]
gya5ZysI4XISboxKJ39Knw_0000,[]
'-y9FZcaejKN-MBP5dnGRJw_0000,"[{""name"":""health, wellness and fitness"",""is_primary"":true}]"
lBUCYqvcluiv52W5AIA5Sw_0000,"[{""name"":""animation"",""is_primary"":true}]"
Z5sM-oYQaOKMhgtpgBaW1A_0000,"[{""name"":""publishing"",""is_primary"":true}]"
y3dH6N3p6sXdZ4fMlDEBOw_0000,"[{""name"":""marketing and advertising"",""is_primary"":true}]"
H-bsdY8I3bAoE2i82vdsbw_0000,"[{""name"":""professional training & coaching"",""is_primary"":true}]"
QKNmtvithU2QBSSEclvE0Q_0000,[]
VLLYHxpdqiK3zGAEGWK0ww_0000,"[{""name"":""printing"",""is_primary"":true}]"
WRLfRy8pTR6Wvzgd7CslDw_0000,"[{""name"":""hospital & health care"",""is_primary"":true}]"
GoOlBQ6IpfbgEBQaldNcyg_0000,"[{""name"":""hospital & health care"",""is_primary"":true}]"
W9AG2SB5zaFtS9pzXtIEyQ_0000,"[{""name"":""public relations and communications"",""is_primary"":true}]"
9wNL7K7QA5aHBneDu262cg_0000,[]
iWUkI5xtDBrX51zc-b2-kg_0000,"[{""name"":""staffing and recruiting"",""is_primary"":true}]"
4GDvyTGmHgaauIrsiScPAA_0000,"[{""name"":""mental health care"",""is_primary"":true}]"
DpxZYqeO8wJw-lV7Qe2s6w_0000,"[{""name"":""investment management"",""is_primary"":true}]"
stIlklw5gWpb6qXvWHzlpg_0000,"[{""name"":""law practice"",""is_primary"":true}]"
umK0v0eTLRBCEvyFj1bwgg_0000,"[{""name"":""law practice"",""is_primary"":true}]"
BbSEcpXWuWM2UjUifMKOrQ_0000,"[{""name"":""construction"",""is_primary"":true}]"
BLNthzmABjsiACAkOrMZkw_0000,[]
'-osW6a9eEqG8Ic7YP2XNdg_0000,"[{""name"":""marketing and advertising"",""is_primary"":true}]"
9tbpmz1NEhBTtVWABg7vng_0000,"[{""name"":""medical practice"",""is_primary"":true}]"
UBRjRnFP-TXL7Nl7AvH72g_0000,"[{""name"":""telecommunications"",""is_primary"":true}]"
LBZejyDdMS1nCjQik2Ukhg_0000,[]
uHMT0EBoIONXhxcuci5tzQ_0000,"[{""name"":""restaurants"",""is_primary"":true}]"
LqIJTunJEJ24Witp3N9bag_0000,"[{""name"":""non-profit organization management"",""is_primary"":true}]"
9yjUoKJ7lOp7FymBO3gT9A_0000,"[{""name"":""photography"",""is_primary"":true}]"
Knt9nBYnUy1Eosaxzj-wGg_0000,"[{""name"":""construction"",""is_primary"":true}]"
RQe-owyTENXw6haz7xZAUA_0000,"[{""name"":""hospital & health care"",""is_primary"":true}]"
nYNm9xs7pLKaTWbBGwV48A_0000,"[{""name"":""management consulting"",""is_primary"":true}]"
eveTaDSCitVTHsZgUUtNfw_0000,"[{""name"":""food production"",""is_primary"":true}]"
RS0zinC5J5NAd3R2lB-eHw_0000,"[{""name"":""information technology and services"",""is_primary"":true}]"
yHnWz-U5FAmHNXetB5mOaQ_0000,"[{""name"":""financial services"",""is_primary"":true}]"
cwtyWAJqNnB2U4AxBDxFPQ_0000,"[{""name"":""accounting"",""is_primary"":true}]"
el7YmhKFKPOxJA51oh8HtQ_0000,"[{""name"":""marketing and advertising"",""is_primary"":true}]"
tuo9BUFrMiw9h0f4cC9vag_0000,"[{""name"":""primary/secondary education"",""is_primary"":true}]"
CwBhYNBhR5HTKAweMAqNkQ_0000,[]
7pbeQXMS2UWkE2o9OuP-YQ_0000,[]
eyrn1goYru9vi1zP9HssaA_0000,"[{""name"":""publishing"",""is_primary"":true}]"
fJmtaJn-5xd9sbrbP2X39w_0000,"[{""name"":""financial services"",""is_primary"":true}]"
daa8uZW-YaeVoU49pH4mBw_0000,"[{""name"":""information technology and services"",""is_primary"":true}]"
lHIItgL8KSCdNXd0fL9gIQ_0000,"[{""name"":""biotechnology"",""is_primary"":true}]"
9KscnFVIdx7ePxm2McG3-w_0000,"[{""name"":""transportation/trucking/railroad"",""is_primary"":true}]"
WmzVBCvaA4rD2dB50JdhiQ_0000,"[{""name"":""higher education"",""is_primary"":true}]"
QBvQBVsYTgV4kkyaobjYCg_0000,[]
H09y3zBzxWIYLBBBuj1eRQ_0000,[]
dn0MpGMDm42KWUgNO9q7QQ_0000,"[{""name"":""pharmaceuticals"",""is_primary"":true}]"
XyrUVOBz0awpfGOJYDi47g_0000,"[{""name"":""primary/secondary education"",""is_primary"":true}]"
uBB5XrXtLWzxCxseE9l1yw_0000,[]
EVcedGfWcXtzunRCB0KpyA_0000,"[{""name"":""transportation/trucking/railroad"",""is_primary"":true}]"
c74FjchRX61JP5zPvZe5Yg_0000,"[{""name"":""media production"",""is_primary"":true}]"
qttFbMaD8HbZlJYIlaPFmw_0000,"[{""name"":""real estate"",""is_primary"":true}]"
iCd6OBx88oNZmtuzDHy-0Q_0000,"[{""name"":""music"",""is_primary"":true}]"
5BM7tjxh9GkynAsZPOV1Kg_0000,"[{""name"":""information technology and services"",""is_primary"":true}]"
ahjo1x-jpIJYMQP3BJ5LqA_0000,"[{""name"":""writing and editing"",""is_primary"":true}]"
7BcdQs0fBbYJfQW02RoCyw_0000,"[{""name"":""logistics and supply chain"",""is_primary"":true}]"
7geRGowicBBgucWAo0i1YQ_0000,"[{""name"":""information services"",""is_primary"":true}]"
mlhHGFPwEqmGp4AFcUbB3g_0000,"[{""name"":""entertainment"",""is_primary"":true}]"
tTRqRIGLjBuXeB0icoNvOQ_0000,"[{""name"":""law practice"",""is_primary"":true}]"
Wh3IlDTMx7R5-au5fX3hWA_0000,"[{""name"":""electrical/electronic manufacturing"",""is_primary"":true}]"
A-UVsDfrvzxS1XnIbJ6PnA_0000,"[{""name"":""design"",""is_primary"":true}]"
smBFL3FFz7WRD0xoWPc6AA_0000,"[{""name"":""entertainment"",""is_primary"":true}]"
zmvLnGL0Zeub4S4QKZkh4w_0000,"[{""name"":""financial services"",""is_primary"":true}]"
Qe8MVVPv1Ob4z3mV-hHN0A_0000,"[{""name"":""management consulting"",""is_primary"":true}]"
y4lqBvBOAamFhf4EnBnkgg_0000,"[{""name"":""hospital & health care"",""is_primary"":true}]"
3Ezy4wT1PMhjWpoKnGr3lw_0000,[]
JrKjH8Wkye-iwcTc9bfgZQ_0000,[]
CBWZ-ju2smMJZpi-J5Vfmw_0000,"[{""name"":""accounting"",""is_primary"":true}]"
MeTQWy61WT4EqnR26JLVLg_0000,"[{""name"":""legal services"",""is_primary"":true}]"
dlK9WSGAY-2TNIqqmwzPsw_0000,"[{""name"":""medical practice"",""is_primary"":true}]"
luq-AVrxFy81LB4jPegXLA_0000,"[{""name"":""human resources"",""is_primary"":true}]"
45XzI6CyUuJPy1cemm7-vA_0000,[]
CFx6ehx2kWa6BmFJdsUGsg_0000,[]
otfdMGOu6BZN3BNQfxbxPw_0000,"[{""name"":""medical practice"",""is_primary"":true}]"
V6L4KwACJ30N8W3OdhqdvA_0000,"[{""name"":""real estate"",""is_primary"":true}]"
k0QE3WJHrjlRKtWEnU7TYQ_0000,"[{""name"":""banking"",""is_primary"":true}]"
puINrNf8gcXeg49rwtyQvg_0000,"[{""name"":""military"",""is_primary"":true}]"
mmLM-WojT3CwQhSXxpa7zA_0000,"[{""name"":""pharmaceuticals"",""is_primary"":true}]"
ck8pMfgMPsbQIxcLHcGgtQ_0000,"[{""name"":""management consulting"",""is_primary"":true}]"
hp1IrYS6IILdDLthILBzJw_0000,[]
C9TsSo8l0elcVujsi-USPQ_0000,"[{""name"":""public relations and communications"",""is_primary"":true}]"
gVBjrkg3cB5FI1N0RBfcxw_0000,"[{""name"":""publishing"",""is_primary"":true}]"
0PhwTRf8-PQijBtWtZTFrA_0000,[]
VMQWSoz8JfsHLBkaDGod1w_0000,[]
9Hhv8LqwTyo2ovCEBJIanw_0000,[]
O1mSiR8xtTNikdmBBWdqWA_0000,"[{""name"":""non-profit organization management"",""is_primary"":true}]"
XhCrzG0ooWBh-54B06Eamw_0000,"[{""name"":""wine and spirits"",""is_primary"":true}]"
bx4hr6V1Yp5EOrNUQXuj8g_0000,"[{""name"":""music"",""is_primary"":true}]"
MbbEROoSnibVE76SbjA6Cw_0000,"[{""name"":""education management"",""is_primary"":true}]"
B-JlFfXSOAwtC0xxwDnV3w_0000,"[{""name"":""real estate"",""is_primary"":true}]"
PSyvUhBRR50Xs76CAu4GoQ_0000,"[{""name"":""marketing and advertising"",""is_primary"":true}]"
SgVGhB8sNGFrSHBwEZpBLg_0000,"[{""name"":""banking"",""is_primary"":true}]"
9nLbGTBdcoi3MR8OoIk1Lw_0000,"[{""name"":""photography"",""is_primary"":true}]"
qj9LwE5mRXoJc82dsadFyA_0000,[]
P3hlivbkCT74uP-uXXuPqg_0000,"[{""name"":""marketing and advertising"",""is_primary"":true}]"
vKJcs6D8jeJFQDW1juBKQA_0000,"[{""name"":""law practice"",""is_primary"":true}]"
abYHmghGttz9ISkoALvhCg_0000,"[{""name"":""apparel & fashion"",""is_primary"":true}]"
'-xPQXIlQsxi-aQiAPJHBMg_0000,[]
DitrA6zOTX2pGILvuk6Qlg_0000,"[{""name"":""airlines/aviation"",""is_primary"":true}]"
5tnlcc3dNBvJgtBgL6PIfA_0000,"[{""name"":""apparel & fashion"",""is_primary"":true}]"
Jej2DIAgfGqYzUZOhKSzpQ_0000,"[{""name"":""broadcast media"",""is_primary"":true}]"
6Om27srpBBi-oMrfOWdXmA_0000,"[{""name"":""apparel & fashion"",""is_primary"":true}]"
2PVTAZ7uOUuQuM2s2BcY0Q_0000,"[{""name"":""marketing and advertising"",""is_primary"":true}]"
pIsobCOWIXW2WyqlF3j9LA_0000,"[{""name"":""hospital & health care"",""is_primary"":true}]"
MxpDlag8KmljJmxMHxz4RA_0000,"[{""name"":""information technology and services"",""is_primary"":true}]"
N7n6A0jnnvxCyi9dDPsHHg_0000,"[{""name"":""design"",""is_primary"":true}]"
1WwQplZDCtxB1UFrjFHC5A_0000,[]
S5FwPHRC8e3WflMZuk0kQg_0000,"[{""name"":""financial services"",""is_primary"":true}]"
8h-o57jlYv6s7GyGtnycpw_0000,"[{""name"":""fine art"",""is_primary"":true}]"
'-0y3fdYv-1BfshQjrgtViw_0000,[]
GJ3NZmBDsb1vSjTJ2WBPYg_0000,[]
wM79Jah9Lov4MX2kGjMMVw_0000,"[{""name"":""apparel & fashion"",""is_primary"":true}]"
k9Ys-BvZtbKFJaVia5Fa0Q_0000,"[{""name"":""online media"",""is_primary"":true}]"
cbW26PtWYDLTgintFQuAgA_0000,"[{""name"":""internet"",""is_primary"":true}]"
15bZr-U1UT1Pklj8i9-aDg_0000,"[{""name"":""financial services"",""is_primary"":true}]"
8Q9pGtNMAklthlN4AYncXg_0000,[]
94oKHGXAd8R3utRmlnXMBw_0000,"[{""name"":""hospital & health care"",""is_primary"":true}]"
RKCzNA3LZqWB2u6w6ApEDA_0000,"[{""name"":""hospital & health care"",""is_primary"":true}]"
BXtS-oCM4oH3M4TweP1ImQ_0000,"[{""name"":""law practice"",""is_primary"":true}]"
XvjOKb2gNXEheb0QhtV2Iw_0000,"[{""name"":""marketing and advertising"",""is_primary"":true}]"
XOQhG7Yzgy8sodl1sX92qQ_0000,"[{""name"":""real estate"",""is_primary"":true}]"
kN-5Eq8jE00B661jP2p4ug_0000,"[{""name"":""investment management"",""is_primary"":true}]"
MjC2WFxUSpMG7V7tBlSkWQ_0000,[]
dEmEks7SMqCO3D2Qm-bVvA_0000,"[{""name"":""law practice"",""is_primary"":true}]"
Q6gcqn52s2TBiPBVtHMFEw_0000,"[{""name"":""medical devices"",""is_primary"":true}]"
OWEycvmmBOM0KGBjYgjP1g_0000,"[{""name"":""computer software"",""is_primary"":true}]"
TPEnmUYybnDNIksUtHsLCQ_0000,"[{""name"":""financial services"",""is_primary"":true}]"
CpojWTskm2mjhyniSfXEKA_0000,"[{""name"":""retail"",""is_primary"":true}]"
qwX0OKns6XxjLyoNRyFBpA_0000,"[{""name"":""telecommunications"",""is_primary"":true}]"
G4ZWRJ1p984i4vp-LGdOyg_0000,"[{""name"":""apparel & fashion"",""is_primary"":true}]"
EGG1j5M7X6duNMKOGhHVvg_0000,"[{""name"":""higher education"",""is_primary"":true}]"
onblGKumKbxlMLlKrrGAiA_0000,"[{""name"":""information technology and services"",""is_primary"":true}]"
EIoF4VM0Yv8ZBIXQWFIbqg_0000,[]
NovVU64JUjMHBmWKXDfzDw_0000,"[{""name"":""hospital & health care"",""is_primary"":true}]"
'-xFe3-MhVBm9gJ8RBgWSUg_0000,[]
sQVijdV2HO9g23j9UIItog_0000,[]
giJedVL6wlUHGcSpgHc5BA_0000,"[{""name"":""research"",""is_primary"":true}]"
ZCj9UsdFstugYLWUxchArA_0000,"[{""name"":""outsourcing/offshoring"",""is_primary"":true}]"
uU-RMzkPnSBXaEeJhnh1Gw_0000,"[{""name"":""pharmaceuticals"",""is_primary"":true}]"
QAG4v43fHPStQ3wQ1NczRg_0000,"[{""name"":""defense & space"",""is_primary"":true}]"
TTZpw8xZhQM6FL3PneMjYw_0000,"[{""name"":""financial services"",""is_primary"":true}]"
VfyLhIZ49Qjioq2SbKRBMQ_0000,[]
NjcW9BmLJWP4f-utmDZ-NQ_0000,[]
EM-8s2udGUgPBL0Ojdnn9A_0000,[]
bX324kRIpaF3UCZWXbK61w_0000,[]
0l4N3Jp3PROVz6WZXzj1QA_0000,[]
s-nKjjXp4BkyzhqR1XJGBA_0000,"[{""name"":""research"",""is_primary"":true}]"
k0PYc7AfgcyFpfOE9uyIxg_0000,"[{""name"":""broadcast media"",""is_primary"":true}]"
b72EAdaV-2C3d7gjFI6Fqg_0000,"[{""name"":""medical practice"",""is_primary"":true}]"
VW62mNVWpq00nkp4C1cw8w_0000,[]
I3CdTjeyEmSTmdiTTtCtTw_0000,"[{""name"":""computer games"",""is_primary"":true}]"
MI8UAr3se6oljUEYjT2r1Q_0000,"[{""name"":""real estate"",""is_primary"":true}]"
dem8YAeX-r7peq-FYFt4dw_0000,"[{""name"":""information technology and services"",""is_primary"":true}]"
YczdZLmKu3L-XnlXCH894w_0000,"[{""name"":""religious institutions"",""is_primary"":true}]"
T9rauoTLHXrEWQ-JhXSnKA_0000,"[{""name"":""construction"",""is_primary"":true}]"
tckdc574Atwo9duBx1B9NQ_0000,"[{""name"":""venture capital & private equity"",""is_primary"":true}]"
3Bzv2JbGZymlcv01xOmLDg_0000,"[{""name"":""higher education"",""is_primary"":true}]"
HfisFvzUgIuWuq06LbIKqA_0000,"[{""name"":""marketing and advertising"",""is_primary"":true}]"
ny2yBBBaWmQjKBfC7VVHIQ_0000,"[{""name"":""investment management"",""is_primary"":true}]"
1A4m6CSGsa4cNzhKU8RoQg_0000,"[{""name"":""real estate"",""is_primary"":true}]"
5Q5DjSQWFS72BqMXotYbpA_0000,"[{""name"":""publishing"",""is_primary"":true}]"
BjWlY9vfFzYDiQZIGIQzDA_0000,"[{""name"":""logistics and supply chain"",""is_primary"":true}]"
q67aQqZIKBZRh-B4KcFmLQ_0000,"[{""name"":""insurance"",""is_primary"":true}]"
cWgsBEPimhiC1BGpbeNuOg_0000,"[{""name"":""food production"",""is_primary"":true}]"
DXQSNMUYSFVNUFDujT4RBg_0000,[]
DqJyEGSA8HSRa9BLUfDjwg_0000,"[{""name"":""cosmetics"",""is_primary"":true}]"
'-hsOPeMTHPsBW77lgzKXsQ_0000,"[{""name"":""music"",""is_primary"":true}]"
Atankcqsg74k4JdJFD0s0A_0000,[]
PsFx3LdQ3xAEbpDsaibk0Q_0000,[]
6cIL9dSGvw-tkl2bj3UYlg_0000,[]
8VcQh1aalnHDF7eesXHQqA_0000,"[{""name"":""information services"",""is_primary"":true}]"
BpM481AyXnerJLw6PntGkg_0000,"[{""name"":""marketing and advertising"",""is_primary"":true}]"
VB9EFLmnGOsE0hfm4xntzA_0000,"[{""name"":""architecture & planning"",""is_primary"":true}]"
xYH4sWl98DIALgBWw6E82Q_0000,"[{""name"":""design"",""is_primary"":true}]"
JhBxdCKex5CRVR9SgbWBhA_0000,"[{""name"":""consumer goods"",""is_primary"":true}]"
'--aOoC3R3jvBlSQQEqm3rg_0000,[]
yGqdUoSGYBibvWV-mgUcig_0000,"[{""name"":""real estate"",""is_primary"":true}]"
NEAu7zB8PewHBLFAhznWGQ_0000,"[{""name"":""real estate"",""is_primary"":true}]"
LhBNdxna1lnPHv7m2I-KOg_0000,"[{""name"":""primary/secondary education"",""is_primary"":true}]"
DTWTOVp7HPXIBAwh8VpNtg_0000,"[{""name"":""electrical/electronic manufacturing"",""is_primary"":true}]"
