_id,industries
e5SWkqldMlsL3BSirNZVOA_0000,"[{""name"":""food production"",""is_primary"":true}]"
tY-uM8jDl6V-K-GDn3TLNg_0000,"[{""name"":""entertainment"",""is_primary"":true}]"
5fVYufWfj0K6Fc6g1fP6bQ_0000,[]
alV5fBc-2HJM8zb59RIQXA_0000,"[{""name"":""staffing and recruiting"",""is_primary"":true}]"
ofjC2s6Bz7i6Cgj4s9KcNA_0000,"[{""name"":""investment banking"",""is_primary"":true}]"
WDn6BiwpRQWgZ2h7BU2Tqg_0000,"[{""name"":""marketing and advertising"",""is_primary"":true}]"
FgK3M3r9qK2ESlHKorsGkA_0000,"[{""name"":""medical practice"",""is_primary"":true}]"
kBFDlEw4NXWdyB7q3U0poA_0000,"[{""name"":""primary/secondary education"",""is_primary"":true}]"
Bu3pysaBN-YKYKoc6pnozw_0000,[]
J5CqdwQCIXCONWVaeXm0vw_0000,"[{""name"":""pharmaceuticals"",""is_primary"":true}]"
yN57591w9fZR3mlG5zwrdg_0000,"[{""name"":""performing arts"",""is_primary"":true}]"
PWxmLXI3HMW5IY8GbBEkXA_0000,"[{""name"":""banking"",""is_primary"":true}]"
p67qG74mtk-QQVtt1ZEPYQ_0000,"[{""name"":""financial services"",""is_primary"":true}]"
IP7oWTDLvJMfDw9jswf9aQ_0000,"[{""name"":""medical devices"",""is_primary"":true}]"
rw3iMhlJQ1CC0SVSSXdFuQ_0000,"[{""name"":""marketing and advertising"",""is_primary"":true}]"
Gzz-nbaz3O0wxaolKie8Pg_0000,"[{""name"":""broadcast media"",""is_primary"":true}]"
m0iqb2vI-iKiUTcXsSQz3g_0000,"[{""name"":""mental health care"",""is_primary"":true}]"
BrD53Nq1MVv7xBuzs9j5Kg_0000,"[{""name"":""construction"",""is_primary"":true}]"
Mmw6X94ZyTLfdLk4NBthuQ_0000,"[{""name"":""broadcast media"",""is_primary"":true}]"
07lQ6w0lJ87jn7EIYlUc0A_0000,"[{""name"":""health, wellness and fitness"",""is_primary"":true}]"
ypLVVKcZUna30rVEbOMcTA_0000,"[{""name"":""venture capital & private equity"",""is_primary"":true}]"
0-4PMdrnM2uxjAna5NMPHA_0000,[]
hhjNLywXHhZwSw42XYXNbw_0000,"[{""name"":""cosmetics"",""is_primary"":true}]"
v2z3edXr6PmRl24-lR4nkA_0000,"[{""name"":""financial services"",""is_primary"":true}]"
4O0bArqUS0sSl3l0RG8ZJQ_0000,"[{""name"":""telecommunications"",""is_primary"":true}]"
s9S9tQQdSEUcTGC6ECcuuw_0000,"[{""name"":""defense & space"",""is_primary"":true}]"
BJjcDDKQzuILNLGZlfXM9w_0000,[]
RLf-T3YkPm57JLgdNoSJpQ_0000,"[{""name"":""transportation/trucking/railroad"",""is_primary"":true}]"
QynSl8-BELHPkL89mxDx4w_0000,"[{""name"":""financial services"",""is_primary"":true}]"
8PDJAYduouNxToIPRSnSpA_0000,"[{""name"":""marketing and advertising"",""is_primary"":true}]"
hVuA9yKecKUX-TL4qfDmeQ_0000,"[{""name"":""financial services"",""is_primary"":true}]"
eBJ2yu7l0yU44CbwLeqV8w_0000,"[{""name"":""research"",""is_primary"":true}]"
wI61gFF8SQ6z9YBDYB4o3A_0000,"[{""name"":""public relations and communications"",""is_primary"":true}]"
kjb7EfN2brmIoL4WRmPdWg_0000,"[{""name"":""printing"",""is_primary"":true}]"
7s2T2AEj3SlMzjYV3HhyxQ_0000,[]
dc461OmkiXFzK-9a-UMfDQ_0000,"[{""name"":""computer software"",""is_primary"":true}]"
cVr1iZcFmcbKsK4-QCBUsg_0000,"[{""name"":""marketing and advertising"",""is_primary"":true}]"
2uWPF7FMz1BitxMF12lUSw_0000,"[{""name"":""education management"",""is_primary"":true}]"
2bxhcF7VVjFmJltm2BNpLQ_0000,"[{""name"":""information technology and services"",""is_primary"":true}]"
v-nnG7jYNwK0iOT8u6of0A_0000,[]
3jxQ4edS2TFVfSZWgAMViA_0000,"[{""name"":""staffing and recruiting"",""is_primary"":true}]"
bgBpXBc1imSdUs44zPrghA_0000,"[{""name"":""financial services"",""is_primary"":true}]"
YXJxYm0BLw2ixjC9CE6QfQ_0000,"[{""name"":""financial services"",""is_primary"":true}]"
ucqEJA06bJQ1MHXPEYOhHg_0000,"[{""name"":""computer software"",""is_primary"":true}]"
7MjOT4GbQdVq-xbAOU53CA_0000,[]
oLa69LY2FoYplX1DRAc6wQ_0000,"[{""name"":""marketing and advertising"",""is_primary"":true}]"
Ohw6kPgbIdI5-TnMkfgwDg_0000,"[{""name"":""information services"",""is_primary"":true}]"
DIwPdJ2wXdeQBXfutyuQTg_0000,[]
gbpTtCBZUCv6FsGWTog27w_0000,[]
WBmYBEDWYjW9kuirLJZrFQ_0000,"[{""name"":""law practice"",""is_primary"":true}]"
JeikmY1C7m0w1XnLxOKp-A_0000,"[{""name"":""entertainment"",""is_primary"":true}]"
AVTZgHsqdQL4j7FCfwXoMg_0000,"[{""name"":""apparel & fashion"",""is_primary"":true}]"
dzEq1jvnoS150xCavLxBww_0000,"[{""name"":""automotive"",""is_primary"":true}]"
27OIeee9zrVdw-OIdYAMSg_0000,[]
8va-6PdvByQDYFsVlE3jng_0000,[]
842uSES8JuO63TJ0he20dg_0000,[]
TiGlHeEjpVDB3GeSiafqHw_0000,"[{""name"":""construction"",""is_primary"":true}]"
4abpD8Rb9amaYU04lfd7xA_0000,[]
R-2lMqJFVkAYfjuvd5iKhA_0000,"[{""name"":""internet"",""is_primary"":true}]"
U2zzha9ykfBi8QfyNABBUQ_0000,"[{""name"":""financial services"",""is_primary"":true}]"
CxzznlHM44zBy5iQ6yubvA_0000,"[{""name"":""marketing and advertising"",""is_primary"":true}]"
HX7ky-2ikBVyvPuzlCU4vA_0000,"[{""name"":""financial services"",""is_primary"":true}]"
JlC8im5mQSsyMzL0OcKkLA_0000,"[{""name"":""real estate"",""is_primary"":true}]"
KQyn5g-sOG9ZieKZ5d2G7g_0000,"[{""name"":""construction"",""is_primary"":true}]"
E98QgQlebHh9BkCLHHBDRw_0000,"[{""name"":""non-profit organization management"",""is_primary"":true}]"
Cfs4t-tZ7YUQZEjqBJGjqw_0000,"[{""name"":""translation and localization"",""is_primary"":true}]"
B1T7xt4EIPFQB9TBIAuv1A_0000,[]
rkN6bNwFG80epjD7hJCWDw_0000,"[{""name"":""retail"",""is_primary"":true}]"
q4TxTaaiNNhrvjrAVnJYlA_0000,[]
F-9cHa2M3dxhp-6fysePuQ_0000,"[{""name"":""insurance"",""is_primary"":true}]"
0QcKNXmhn7LloRhN4eQquA_0000,"[{""name"":""financial services"",""is_primary"":true}]"
YlN6BpxU1pQflS2flmD0uw_0000,"[{""name"":""higher education"",""is_primary"":true}]"
CLcCJDNPwOPsjz91WwuOkA_0000,[]
HboAlW3vt84GCjuLekqOQA_0000,"[{""name"":""retail"",""is_primary"":true}]"
MBw4yiXpjdU9aPO1iVgRKw_0000,"[{""name"":""pharmaceuticals"",""is_primary"":true}]"
eTpTkbh773rLfJyUhf8igA_0000,"[{""name"":""health, wellness and fitness"",""is_primary"":true}]"
1jZdgJsJnkTihBC8X3PgIw_0000,"[{""name"":""motion pictures and film"",""is_primary"":true}]"
dk96KR1y3KiVl-dZTBbJkw_0000,"[{""name"":""entertainment"",""is_primary"":true}]"
7bBNv4XgRWjBnuPLONp93Q_0000,[]
Kv2-xtl1BeAhGDAjo8jR-g_0000,"[{""name"":""education management"",""is_primary"":true}]"
edxshxbVzeYwQn5yybtzNA_0000,"[{""name"":""banking"",""is_primary"":true}]"
tPvxtcuwopYP5ATqwDAR7Q_0000,"[{""name"":""pharmaceuticals"",""is_primary"":true}]"
LfZizhaCxi6tYuBzwlKmUQ_0000,"[{""name"":""law practice"",""is_primary"":true}]"
aMiqylmg-UgbJURJ97egEw_0000,"[{""name"":""higher education"",""is_primary"":true}]"
b1a3WKOChjK4zNNm2xIZBA_0000,"[{""name"":""security and investigations"",""is_primary"":true}]"
'-mXqAN2N6w70BuTh3a2YdA_0000,"[{""name"":""food production"",""is_primary"":true}]"
kRI0c3B5rJF2iq4Mm8yAvw_0000,"[{""name"":""broadcast media"",""is_primary"":true}]"
e0TZECSwqrHw2cHPirJ0bg_0000,"[{""name"":""real estate"",""is_primary"":true}]"
4GBrVJ9AksW5IZxueT-RCA_0000,[]
qd0si1C07BFfFI6x6lCQ-w_0000,"[{""name"":""architecture & planning"",""is_primary"":true}]"
1DeDe8xWkeMRVtemJK8XEw_0000,"[{""name"":""health, wellness and fitness"",""is_primary"":true}]"
1BuNm9hMNGG-uACtGr5pEw_0000,"[{""name"":""investment management"",""is_primary"":true}]"
trnJdbmAutjdoUDCB8AHlQ_0000,"[{""name"":""photography"",""is_primary"":true}]"
kvZhX4RPrpolVvV0iycObA_0000,"[{""name"":""financial services"",""is_primary"":true}]"
ZeNIIbtYGGyUcTEUnL6XVw_0000,"[{""name"":""information technology and services"",""is_primary"":true}]"
EIIJ5hDcFMlnSBmbsJ9gtA_0000,[]
'--F4P-irc5I8M3u9e6fEJA_0000,"[{""name"":""consumer goods"",""is_primary"":true}]"
aManQw7R1pPv9I1KaWZfng_0000,"[{""name"":""insurance"",""is_primary"":true}]"
CagTn4OPgAL090PbMWsksQ_0000,"[{""name"":""aviation & aerospace"",""is_primary"":true}]"
T4Rvdh9bqCBUQpDQck8fYQ_0000,"[{""name"":""broadcast media"",""is_primary"":true}]"
5KokwcWNGPVBOW8UxgnkVA_0000,"[{""name"":""law practice"",""is_primary"":true}]"
jSFHJfiFR0RXqpTRPXx3Vw_0000,"[{""name"":""law practice"",""is_primary"":true}]"
7EBPpfQM7ue91LFlJe2XVg_0000,"[{""name"":""internet"",""is_primary"":true}]"
mWTC54YfzRATlN8Sh6L0Zw_0000,"[{""name"":""telecommunications"",""is_primary"":true}]"
SJ-td52gjztDjZviJVC1Wg_0000,"[{""name"":""human resources"",""is_primary"":true}]"
xs2elSMEPq4hEmxRWROGlQ_0000,"[{""name"":""accounting"",""is_primary"":true}]"
qiiWqzeJbBqnBVb02kFTJg_0000,"[{""name"":""electrical/electronic manufacturing"",""is_primary"":true}]"
ZGPEP2WA-E5bq4zQnyrocQ_0000,"[{""name"":""logistics and supply chain"",""is_primary"":true}]"
UsupJwRy2jHlXceTErelIA_0000,"[{""name"":""architecture & planning"",""is_primary"":true}]"
869B2SpWFMKBrgsTuLjXRA_0000,"[{""name"":""retail"",""is_primary"":true}]"
7auLxlEXnmUt5VnbLtxjsA_0000,[]
xxN5K919zLqyrZ8nBDC6OQ_0000,"[{""name"":""education management"",""is_primary"":true}]"
2mcDwrdsBBi5-4u-VW4CeA_0000,"[{""name"":""information technology and services"",""is_primary"":true}]"
TXB9BCbGwLgLj51TtBgbzg_0000,"[{""name"":""mental health care"",""is_primary"":true}]"
PY-vL7lOGKS3WtpXiaxfMw_0000,"[{""name"":""government relations"",""is_primary"":true}]"
3qO6Ilvx0Xph2vckbiC1uA_0000,"[{""name"":""mental health care"",""is_primary"":true}]"
3Dn3fB9QTOsGQ3AZXVoKiQ_0000,[]
tWnglAZKC29HWQty9lF65A_0000,"[{""name"":""marketing and advertising"",""is_primary"":true}]"
Wx24DNFyMQchzF1xzJL4Kw_0000,[]
InacdNW1-4lnnqrKFeNwjA_0000,"[{""name"":""marketing and advertising"",""is_primary"":true}]"
rMiQPipCEBkfvvMOR6LAWg_0000,"[{""name"":""law practice"",""is_primary"":true}]"
NjyFvSvYaVJrpELFyB4IwA_0000,"[{""name"":""education management"",""is_primary"":true}]"
pk6o7i9qYi-GBWPOixA0rg_0000,"[{""name"":""banking"",""is_primary"":true}]"
qliTeYDCBpfrBbsjI1NjRw_0000,"[{""name"":""law practice"",""is_primary"":true}]"
bh-nOKA3G-mPkWzzR1xyFQ_0000,"[{""name"":""financial services"",""is_primary"":true}]"
9PVho4dPODGOD2ouIbnvsg_0000,[]
4egkrOclb8D0pNPXkrw7vw_0000,"[{""name"":""information technology and services"",""is_primary"":true}]"
1CnsG1Anr617Oiikny1Beg_0000,[]
'-ccuiv0U0--maz9fN7ggrQ_0000,[]
3R9ZgDAARPR0vD0VND65dg_0000,"[{""name"":""financial services"",""is_primary"":true}]"
edsPgxzXHMl3ko5Xo6I5bQ_0000,"[{""name"":""telecommunications"",""is_primary"":true}]"
vFBMKh53ng5Ish1tlFrU3A_0000,"[{""name"":""telecommunications"",""is_primary"":true}]"
J4BrLJiTa1o0XBZowl7ptQ_0000,[]
Tad3vtMDnd2OzeYaB39vyg_0000,"[{""name"":""accounting"",""is_primary"":true}]"
200wYJGSAB9YHDj1v9WVqQ_0000,"[{""name"":""health, wellness and fitness"",""is_primary"":true}]"
556HhALP9vqb2xmgJzqb-A_0000,"[{""name"":""banking"",""is_primary"":true}]"
Fjk-Hl2gpv4PdGteV2rtqQ_0000,"[{""name"":""mental health care"",""is_primary"":true}]"
HeRD5ZBCbpkOD1awVX5CtA_0000,"[{""name"":""international trade and development"",""is_primary"":true}]"
OtuJl8YgZfCBcM-ZYDy6wA_0000,"[{""name"":""fine art"",""is_primary"":true}]"
BGIzCHcEmiJ6JT48wRHsvA_0000,"[{""name"":""facilities services"",""is_primary"":true}]"
SAiLoj0X8lq6hvPydCa4qg_0000,"[{""name"":""fine art"",""is_primary"":true}]"
jpGFyvAUd-K7nzWrGmkQxw_0000,"[{""name"":""financial services"",""is_primary"":true}]"
NelbEx00GrUJA1laa48IIQ_0000,"[{""name"":""insurance"",""is_primary"":true}]"
0S4e0KhcBUwtLhFLgO9ZLA_0000,"[{""name"":""publishing"",""is_primary"":true}]"
'-g1FfB6iIyH60R3M-9loSQ_0000,"[{""name"":""research"",""is_primary"":true}]"
JIMk0B7ONHSMyyJzfKMw5Q_0000,"[{""name"":""logistics and supply chain"",""is_primary"":true}]"
07ByTfXsxADRuyNadgQIJA_0000,"[{""name"":""logistics and supply chain"",""is_primary"":true}]"
1Bkbhn3BNNQ8YhA5I4wnlw_0000,[]
QoqEUPxqk9QP7GNd-fXTFQ_0000,"[{""name"":""mechanical or industrial engineering"",""is_primary"":true}]"
d6eedVDczd13Xd8rc-Xu8Q_0000,"[{""name"":""information technology and services"",""is_primary"":true}]"
kZq93dOTVuxBsklJfr6J5g_0000,"[{""name"":""insurance"",""is_primary"":true}]"
BJuiFGehEBQfEGwqgv3bMg_0000,"[{""name"":""writing and editing"",""is_primary"":true}]"
2Uvv2ZgpbqCpnwnZasjt-A_0000,"[{""name"":""hospital & health care"",""is_primary"":true}]"
QfRz9qGV3B7OWByZWs3adw_0000,[]
NAR6aDVQAmpZnYV3W6ToSQ_0000,"[{""name"":""apparel & fashion"",""is_primary"":true}]"
pNUM-ELUe6ICYXtKq9ySFw_0000,"[{""name"":""computer software"",""is_primary"":true}]"
O4YEIF36iA2ZiPBePVoruQ_0000,"[{""name"":""music"",""is_primary"":true}]"
kVlO5mASbXXIP3L8F0cnuA_0000,[]
F2mwMJ4ihBHb7dBdCxZ4fw_0000,"[{""name"":""banking"",""is_primary"":true}]"
1YvGRk7AB8tIULdyafwBxA_0000,"[{""name"":""information technology and services"",""is_primary"":true}]"
lMauJajJ35J7lRMnOOHwJg_0000,"[{""name"":""non-profit organization management"",""is_primary"":true}]"
1Qn0lPLKbuJzPnDA06iK-Q_0000,"[{""name"":""retail"",""is_primary"":true}]"
3w-xxURHD1KEhow3tRsgXg_0000,"[{""name"":""apparel & fashion"",""is_primary"":true}]"
zw2ABCZUsSqAFU37waqPAw_0000,[]
xUYqU6vxSvv-5Lu3rcCBsQ_0000,"[{""name"":""accounting"",""is_primary"":true}]"
NrtFoH01-DwNS2a7kOPIlA_0000,"[{""name"":""computer software"",""is_primary"":true}]"
Pjz-DEoHE6E-HTMFBdKHQg_0000,"[{""name"":""computer software"",""is_primary"":true}]"
ao87Joeg5gIJ07sbeFrY2A_0000,"[{""name"":""supermarkets"",""is_primary"":true}]"
VUkXKLsabrATQsvekLpmAQ_0000,"[{""name"":""retail"",""is_primary"":true}]"
y0BU2Klnf7Nwkxr-F6BtYA_0000,"[{""name"":""insurance"",""is_primary"":true}]"
1GKMarDPYeWJso3Q64K4ug_0000,"[{""name"":""financial services"",""is_primary"":true}]"
'-JqgcATWdBzwUvOa9CeF9Q_0000,"[{""name"":""automotive"",""is_primary"":true}]"
JFJS20SCyUc7kDwAvET5bA_0000,"[{""name"":""biotechnology"",""is_primary"":true}]"
i-79xpyqAIOxv2jZb2ZF2w_0000,[]
FLlS-1KFVwjpP9h9wi2Gbg_0000,"[{""name"":""writing and editing"",""is_primary"":true}]"
5FC4QkMnC0-scIgDSBgBzA_0000,"[{""name"":""marketing and advertising"",""is_primary"":true}]"
YtaX1trLH4scF-JKKcQUzw_0000,"[{""name"":""non-profit organization management"",""is_primary"":true}]"
vWGWG5t7hamz5vq-SM811A_0000,"[{""name"":""publishing"",""is_primary"":true}]"
CirutK8RjJxFBbKsMJSrmA_0000,"[{""name"":""retail"",""is_primary"":true}]"
1LljpJId3f0lFoIlC0aaGA_0000,"[{""name"":""financial services"",""is_primary"":true}]"
4upHPE0WSP-1B8tYDMDnIA_0000,"[{""name"":""financial services"",""is_primary"":true}]"
ttJ9I01Uw6Bg7BZ34slDhw_0000,"[{""name"":""hospital & health care"",""is_primary"":true}]"
lXKKtBoHhN7ucrWBhbKSkw_0000,"[{""name"":""financial services"",""is_primary"":true}]"
7lqBpi2sugFZsN9EwucZLw_0000,"[{""name"":""government relations"",""is_primary"":true}]"
cGWeAN6ORvDnTClNRvBmOA_0000,"[{""name"":""higher education"",""is_primary"":true}]"
RxOjcwCJL-T1hT-hihG53Q_0000,"[{""name"":""capital markets"",""is_primary"":true}]"
RWQlyHc6RjGKBfwhLdpIVQ_0000,"[{""name"":""textiles"",""is_primary"":true}]"
F-1PdlXhHNfF48NsUB1L7Q_0000,"[{""name"":""outsourcing/offshoring"",""is_primary"":true}]"
CvPUzEbQNExBxWr8sm1dNA_0000,"[{""name"":""investment management"",""is_primary"":true}]"
ezUL5HLpQTum2OwpZCtB8A_0000,"[{""name"":""graphic design"",""is_primary"":true}]"
3jJby7hU2sWyJFQqHlMFdw_0000,[]
TtRfk4diTKGpxLmhPvrFOQ_0000,"[{""name"":""computer networking"",""is_primary"":true}]"
LJfwxByQpFaixGdgICHN1A_0000,"[{""name"":""medical practice"",""is_primary"":true}]"
w0HSuNcTE1PoSdZn1Ml4EQ_0000,"[{""name"":""marketing and advertising"",""is_primary"":true}]"
jB9sj2g5eKUeBR-ZhAfusA_0000,"[{""name"":""financial services"",""is_primary"":true}]"
QvcBzbMV13NbVtq49v820w_0000,"[{""name"":""hospital & health care"",""is_primary"":true}]"
'-MscxUJsCVK2hmAIchQ-JQ_0000,"[{""name"":""marketing and advertising"",""is_primary"":true}]"
d6bCIKiCdCSy5QyEnicbcQ_0000,[]
hvuy3sRNBbqB8clrh2sOwA_0000,"[{""name"":""retail"",""is_primary"":true}]"
x8QvHUasOxsowAeB7jrkBQ_0000,"[{""name"":""apparel & fashion"",""is_primary"":true}]"
yHeAmKOHBdooSWxOVDbxQA_0000,"[{""name"":""retail"",""is_primary"":true}]"
9bI2PB2Zv34MWhh9rBaGnw_0000,"[{""name"":""law practice"",""is_primary"":true}]"
HThhWjyoCMKESSF8dgbCDw_0000,"[{""name"":""transportation/trucking/railroad"",""is_primary"":true}]"
pGQOILA67NSsfavYNmbTpA_0000,"[{""name"":""computer software"",""is_primary"":true}]"
Lop5MqakdEIxprIeBHax9g_0000,[]
6tymsSxGvPJ-EHsKJg2fgw_0000,"[{""name"":""sports"",""is_primary"":true}]"
qsH9Mu45O9A92bpZmw-Kaw_0000,"[{""name"":""legal services"",""is_primary"":true}]"
ziXyXsLnnBeB900LDXB8sA_0000,"[{""name"":""business supplies and equipment"",""is_primary"":true}]"
xVjtczoISUfgluulc3vehw_0000,"[{""name"":""banking"",""is_primary"":true}]"
fJlxYoEt3h321B4PUxH3AA_0000,"[{""name"":""design"",""is_primary"":true}]"
yWDTl04gu75dDbRPLBSoKw_0000,"[{""name"":""cosmetics"",""is_primary"":true}]"
L5ZHd6uBH1cBcfypKlrEtw_0000,"[{""name"":""information technology and services"",""is_primary"":true}]"
aW4kDY0UbDfRYkBQpr-udA_0000,[]
aAaaJemVsB6kgHj5Ch5ELA_0000,"[{""name"":""law practice"",""is_primary"":true}]"
74B93SxNExK5Sqh6qH9kQA_0000,[]
dMS5amXSU5U95lEBel1etg_0000,"[{""name"":""human resources"",""is_primary"":true}]"
4TdwB-rBN3k4YDLm9mea2A_0000,"[{""name"":""information technology and services"",""is_primary"":true}]"
3be72B0yToFhMdN57VBdOQ_0000,"[{""name"":""public relations and communications"",""is_primary"":true}]"
MS0EmJ3oy6vKC1NQSSNkrQ_0000,"[{""name"":""newspapers"",""is_primary"":true}]"
QMzQTaWePUav91wFCIrxKg_0000,"[{""name"":""media production"",""is_primary"":true}]"
78NnfG6Ua5wO5nBcqrtYOQ_0000,[]
Y2ASBfn8aXAOfjvxDu-rRg_0000,"[{""name"":""accounting"",""is_primary"":true}]"
vhy6RMLwCwzOOSyOYqFjGw_0000,"[{""name"":""wholesale"",""is_primary"":true}]"
n5HPPEfaU7eejBs2wC7kqA_0000,"[{""name"":""retail"",""is_primary"":true}]"
DOiB24hDC03-kt1ufmxjJA_0000,[]
CZH1qX4qY3L3JLMCbyRJ4w_0000,[]
TniTMuteD2SUw2H12pOWFg_0000,"[{""name"":""hospital & health care"",""is_primary"":true}]"
lPtUa-RGFu4IBLWrwRb10A_0000,"[{""name"":""non-profit organization management"",""is_primary"":true}]"
J0uybqNL-L5GFH3dLKU7gA_0000,"[{""name"":""pharmaceuticals"",""is_primary"":true}]"
75UggOhRHNURQWhEYuwNjA_0000,"[{""name"":""medical practice"",""is_primary"":true}]"
U21rRnRIK1HjEexCXYB2rg_0000,"[{""name"":""computer networking"",""is_primary"":true}]"
WOzCVB408HY7-YyM9MJJsA_0000,[]
JRIBGgpM1TpLlFBnId1IZQ_0000,[]
EYaBaX-s7sXQePYklK6JgQ_0000,"[{""name"":""banking"",""is_primary"":true}]"
ZcYeMBU6peu3379TRBOPNA_0000,"[{""name"":""marketing and advertising"",""is_primary"":true}]"
IxSHTbyXjUQOVzsWuOIzUg_0000,[]
uJBeetV63flNFpbVBAsi4w_0000,"[{""name"":""financial services"",""is_primary"":true}]"
BdcS1nKtcfYmreudgqkixg_0000,"[{""name"":""consumer goods"",""is_primary"":true}]"
EEluFxnNujF2HXb4BWRWIw_0000,"[{""name"":""investment management"",""is_primary"":true}]"
7SU99HF1UEgOxgE1q0uNUg_0000,"[{""name"":""financial services"",""is_primary"":true}]"
Tn4oTy6TKckdBwT4-asUcA_0000,"[{""name"":""oil & energy"",""is_primary"":true}]"
sdWed317GeuydiVsLEDZUw_0000,"[{""name"":""food production"",""is_primary"":true}]"
cHPNLaHh5p-2c6sIMbIBLQ_0000,"[{""name"":""financial services"",""is_primary"":true}]"
zTBlj6X4nI5skQfmdoMyJQ_0000,"[{""name"":""motion pictures and film"",""is_primary"":true}]"
o7H2s7odvbYhIGoD5LAWBQ_0000,"[{""name"":""fine art"",""is_primary"":true}]"
aIiPlYz2j9BX8YnrQEG1Ow_0000,"[{""name"":""libraries"",""is_primary"":true}]"
jG6XI0oQI6GqMYBMm1woag_0000,"[{""name"":""marketing and advertising"",""is_primary"":true}]"
JyLmFZHZj-ObUHwcVz5UVw_0000,"[{""name"":""apparel & fashion"",""is_primary"":true}]"
UzZwqRKyzYsWvaYQ2qOLyA_0000,"[{""name"":""pharmaceuticals"",""is_primary"":true}]"
fgcl6GpB00B9Nq2LCuq95w_0000,"[{""name"":""financial services"",""is_primary"":true}]"
9RakRY0n767zvsDOlZHS7g_0000,[]
eVhbK0MkB3nOWBkmRn3q6g_0000,"[{""name"":""higher education"",""is_primary"":true}]"
bdRSXnFTsbetqzteboix5w_0000,"[{""name"":""hospital & health care"",""is_primary"":true}]"
gPiIZSxtz9-vfZV82TeuPw_0000,"[{""name"":""legal services"",""is_primary"":true}]"
cS8lRLuWQri-tOWSbH30tQ_0000,"[{""name"":""medical devices"",""is_primary"":true}]"
AmGXZksIHWPABKOOBlQ5SQ_0000,"[{""name"":""higher education"",""is_primary"":true}]"
N2S2tTIS37caW9F1NXyBBA_0000,"[{""name"":""food production"",""is_primary"":true}]"
dpLgQ5peHZFiA8hdBJjxag_0000,"[{""name"":""investment management"",""is_primary"":true}]"
s-vHO4VtNu9j9vWLZODLbw_0000,"[{""name"":""renewables & environment"",""is_primary"":true}]"
JxNsMXnOQDu2b17aGg9ZXg_0000,"[{""name"":""retail"",""is_primary"":true}]"
Xj1oU4IpELx4NRN7pRbv3Q_0000,"[{""name"":""chemicals"",""is_primary"":true}]"
3GQKziwYQ7M35Qqxb9EZpg_0000,"[{""name"":""information technology and services"",""is_primary"":true}]"
kR1qs0443pOFVDea7ts4ww_0000,"[{""name"":""hospitality"",""is_primary"":true}]"
Bk3ExNrNXSKXEWr2s0uaMw_0000,"[{""name"":""financial services"",""is_primary"":true}]"
OwCr88YFYir3QpjBl-B6cQ_0000,"[{""name"":""information technology and services"",""is_primary"":true}]"
TUFD5QkRUVv5BW63wkphbg_0000,"[{""name"":""non-profit organization management"",""is_primary"":true}]"
dU1wg5caPZZpAG09WCvCKw_0000,"[{""name"":""entertainment"",""is_primary"":true}]"
KVhBbkh-kQfWBjmGSLaEQw_0000,"[{""name"":""utilities"",""is_primary"":true}]"
V8ikiaBB0-yrXvLr7J7uzw_0000,"[{""name"":""furniture"",""is_primary"":true}]"
ATeBrQw1JBhlibnsOMBH7g_0000,"[{""name"":""law practice"",""is_primary"":true}]"
Wl5CDLHRK6-eGz-2uPNx-Q_0000,"[{""name"":""government administration"",""is_primary"":true}]"
gwDj7PYCOlAFqFg4C04ykg_0000,[]
MB6HTVFrzSBBL6k-IdiAAQ_0000,"[{""name"":""law practice"",""is_primary"":true}]"
Lh7mAha06A9xWCSeFiVuGw_0000,"[{""name"":""arts and crafts"",""is_primary"":true}]"
BVVUv-kp2-8vWGu6z9X12g_0000,"[{""name"":""apparel & fashion"",""is_primary"":true}]"
Mtv6LNf4dvLE3v2CJ4ZIPQ_0000,"[{""name"":""insurance"",""is_primary"":true}]"
dMbgmdZ9gIeBa8mqQEW9TA_0000,"[{""name"":""information technology and services"",""is_primary"":true}]"
kXunjygewaL6WD2k9NC5YQ_0000,"[{""name"":""banking"",""is_primary"":true}]"
gIWLFQHfXmaQpCZ7eUllHQ_0000,"[{""name"":""performing arts"",""is_primary"":true}]"
DLvXek0FZXQKyLbNJLyz-A_0000,"[{""name"":""financial services"",""is_primary"":true}]"
oIDyXdLH6EMyJ0HQuV3U5w_0000,"[{""name"":""publishing"",""is_primary"":true}]"
BW6QB5v58lm0bjgtd0xRIQ_0000,"[{""name"":""food production"",""is_primary"":true}]"
L3vn6WAbhEP1f3g7-1HVtA_0000,"[{""name"":""hospitality"",""is_primary"":true}]"
6lGKR47m6sw2nsZrupT18g_0000,"[{""name"":""broadcast media"",""is_primary"":true}]"
mCuoLfttlbii5lsIA07uwg_0000,"[{""name"":""internet"",""is_primary"":true}]"
3MPFoReTprJTDClhWEEdvA_0000,"[{""name"":""legal services"",""is_primary"":true}]"
IVM-VZjrUOPATpBiyRBlyA_0000,"[{""name"":""financial services"",""is_primary"":true}]"
0YSq1Ug70EqVqX7XYuBBkA_0000,"[{""name"":""telecommunications"",""is_primary"":true}]"
SjG5r55lZgNVnFF0ojNzMA_0000,"[{""name"":""computer & network security"",""is_primary"":true}]"
DYhAdQ7KvMLxhp4gWLgZoQ_0000,[]
SUbMahaGD-e4J7ByqlYorQ_0000,"[{""name"":""information technology and services"",""is_primary"":true}]"
EK43vP1pExoiohKwB9aoOQ_0000,"[{""name"":""media production"",""is_primary"":true}]"
